PMID,YearPub,Journal,Authors,Title,Abstract,PMCID,DOI,concepts,Pathogen,replacingPMID,include,exclusionReason
22099116,2011,Emerging infectious diseases,"Talkington, Deborah;Bopp, Cheryl;Tarr, Cheryl;Parsons, Michele B;Dahourou, Georges;Freeman, Molly;Joyce, Kevin;Turnsek, Maryann;Garrett, Nancy;Humphrys, Michael;Gomez, Gerardo;Stroika, Steven;Boncy, Jacques;Ochieng, Benjamin;Oundo, Joseph;Klena, John;Smith, Anthony;Keddy, Karen;Gerner-Smidt, Peter","Characterization of toxigenic Vibrio cholerae from Haiti, 2010-2011.","In October 2010, the US Centers for Disease Control and Prevention received reports of cases of severe watery diarrhea in Haiti. The cause was confirmed to be toxigenic Vibrio cholerae, serogroup O1, serotype Ogawa, biotype El Tor. We characterized 122 isolates from Haiti and compared them with isolates from other countries. Antimicrobial drug susceptibility was tested by disk diffusion and broth microdilution. Analyses included identification of rstR and VC2346 genes, sequencing of ctxAB and tcpA genes, and pulsed-field gel electrophoresis with SfiI and NotI enzymes. All isolates were susceptible to doxycycline and azithromycin. One pulsed-field gel electrophoresis pattern predominated, and ctxB sequence of all isolates matched the B-7 allele. We identified the tcpETCIRS allele, which is also present in Bangladesh strain CIRS 101. These data show that the isolates from Haiti are clonally and genetically similar to isolates originating in Africa and southern Asia and that ctxB-7 and tcpET(CIRS) alleles are undergoing global dissemination.",PMC3310580,10.3201/eid1711.110805,clinical;diagnosis;genome,Vibrio cholerae,21486909,,
27164843,2016,Virus genes,"Moon, Hyun-Woo;Lee, Byung-Woo;Sung, Haan Woo;Yoon, Byung-Il;Kwon, Hyuk Moo",Identification and characterization of avian hepatitis E virus genotype 2 from chickens with hepatitis-splenomegaly syndrome in Korea.,"A new avian hepatitis E virus (HEV) GI-B was identified in broiler breeders with hematomas, liver rupture, and splenomegaly, along with excessive abdominal fat, in Korea. Previously, genotype 1 had been identified in avian HEV strains in Korea. Complete sequence analyses revealed that the new avian HEV clustered in genotype 2, which has been identified in the USA and Spain; the GI-B isolate was closely related to the USA prototype avian HEV isolated from a chicken with hepatitis-splenomegaly syndrome. Although some HEV genotypes show a geographical distribution pattern, the discovery of genotype 2 in addition to genotype 1 in Korea suggests that the geographical grouping might be reconsidered. These findings have important implications for understanding the global epidemiology and spread of avian HEV.",NA,NA,genotype;characterization,Hepatitis E,21544544,,
22568494,2012,Hepatology research : the official journal of the Japan Society of Hepatology,"Miyashita, Kencho;Kang, Jong-Hon;Saga, Akiyoshi;Takahashi, Kazuaki;Shimamura, Tsuyoshi;Yasumoto, Atsushi;Fukushima, Hiraku;Sogabe, Susumu;Konishi, Kouhei;Uchida, Takumi;Fujinaga, Akira;Matsui, Takeshi;Sakurai, Yasuo;Tsuji, Kunihiko;Maguchi, Hiroyuki;Taniguchi, Masahiko;Abe, Natsumi;Fazle Akbar, Sheikh Mohammad;Arai, Masahiro;Mishiro, Shunji","Three cases of acute or fulminant hepatitis E caused by ingestion of pork meat and entrails in Hokkaido, Japan: Zoonotic food-borne transmission of hepatitis E virus and public health concerns.","AIM: â€‚ In developed countries including Japan, the transmission route of indigenous hepatitis E virus (HEV) infection is obscure. Accordingly, public health implications of indigenous HEV infection have not been well addressed. The aim of this study was to clarify the route of transmission of a small outbreak of acute hepatitis E and assess the public health implications of indigenous zoonotic HEV transmission.METHODS: â€‚ Three patients with non-A, B and C acute hepatitis, two of whom presented in a critical condition, were assessed for HEV infection using polymerase chain reaction and their route of infection; the genome sequences of the infecting HEV were also analyzed. A phylogenetic tree based on the full, or near full, HEV RNA sequences were constructed by neighbor-joining method.RESULTS: â€‚ All three patients ingested grilled pork meat and entrails at the same barbecue restaurant in Abashiri, Hokkaido, Japan. When comparing partial to entire, or nearly entire, nucleotide sequences of HEV detected in these patients, they were 99.9-100% identical to each other. These genotype 4 isolates had great resemblance to the genome sequences of the isolates from the mini-outbreak in 2004 in Kitami, a city adjacent to Abashiri. These Kitami/Abashiri strains were segregated into a single cluster on the phylogenetic tree of HEV genotype 4 indigenous to Japan.CONCLUSION: â€‚ Indigenous HEV transmission via a zoonotic food-borne route has been demonstrated in Kitami and Abashiri via pork meat and entrails contaminated with virulent HEV strains. Because a similar outbreak can recur in the future, infection sources and distribution routes should be clarified rapidly for public health.",NA,NA,genotype;genome;characterization,Hepatitis E,21544544,,
27723724,2016,Nature microbiology,"Moura, Alexandra;Criscuolo, Alexis;Pouseele, Hannes;Maury, MylÃ¨ne M;Leclercq, Alexandre;Tarr, Cheryl;BjÃ¶rkman, Jonas T;Dallman, Timothy;Reimer, Aleisha;Enouf, Vincent;Larsonneur, Elise;Carleton, Heather;Bracq-Dieye, HÃ©lÃ¨ne;Katz, Lee S;Jones, Louis;Touchon, Marie;Tourdjman, Mathieu;Walker, Matthew;Stroika, Steven;Cantinelli, Thomas;Chenal-Francisque, Viviane;Kucerova, Zuzana;Rocha, Eduardo P C;Nadon, Celine;Grant, Kathie;Nielsen, Eva M;Pot, Bruno;Gerner-Smidt, Peter;Lecuit, Marc;Brisse, Sylvain",Whole genome-based population biology and epidemiological surveillance of Listeria monocytogenes.,"Listeria monocytogenes (Lm) is a major human foodborne pathogen. Numerous Lm outbreaks have been reported worldwide and associated with a high case fatality rate, reinforcing the need for strongly coordinated surveillance and outbreak control. We developed a universally applicable genome-wide strain genotyping approach and investigated the population diversity of Lm using 1,696 isolates from diverse sources and geographical locations. We define, with unprecedented precision, the population structure of Lm, demonstrate the occurrence of international circulation of strains and reveal the extent of heterogeneity in virulence and stress resistance genomic features among clinical and food isolates. Using historical isolates, we show that the evolutionary rate of Lm from lineage I and lineage II is low (âˆ_2.5â€‰Ã—â€‰10(-7) substitutions per site per year, as inferred from the core genome) and that major sublineages (corresponding to so-called 'epidemic clones') are estimated to be at least 50-150â€…years old. This work demonstrates the urgent need to monitor Lm strains at the global level and provides the unified approach needed for global harmonization of Lm genome-based typing and population biology.",NA,NA,genome;vector;geography,Listeria monocytogenes,21551300,,
25059873,2014,Genome announcements,"Pightling, Arthur W;Lin, Min;Pagotto, Franco","Draft Genome Sequence of Listeria monocytogenes Strain LI0521 (syn. HPB7171), Isolated in 1983 during an Outbreak in Massachusetts Caused by Contaminated Cheese.","Listeria monocytogenes, a pathogenic food-borne bacterium, is the causative agent of both sporadic and outbreak cases of human listeriosis. Here, we present the genome sequence of L.Â monocytogenes reference strain LI0521, isolated during an outbreak involving contaminated cheese, which has been used as the model during several proteomic studies.",PMC4110231,10.1128/genomeA.00729-14,genome;characterization;vector,Listeria monocytogenes,21551300,,
24579307,2014,Yi chuan = Hereditas,"Ma, Ke;Zhang, A-Mei;Xia, Xue-Shan",[The function and application of the IL28B gene in HCV infection and treatment].,"Hepatitis C virus (HCV) is the etiological factor for Hepatitis C, which is one of the most important pathogenic factors of chronic liver diseases, cirrhosis and even hepatocellular carcinoma. HCV infection brings great threat to human health. Host genetic background could impact HCV infection, viral clearance, and treatment. Recently, some genome-wide association studies (GWAS) of HCV patients were performed. The results showed that single nucleotide polymorphisms (SNPs) of the IL28B gene, which encodes protein IFN-lambda3, are associated with viral clearance and treatment effectiveness of HCV patients who were cured by PEG-IFNalpha combined with ribavirin (RBV). IFN-lambda3 interacts with its acceptor, a heterodimer (IFN-lambdaR1 x IL-10R2), and upregulates the IFN-stimulated gene factors (ISGF). IFN-lambda3 plays roles in antiviral, antitumor, and immunoloregulation, and thus it might become a potential drug for Hepatitis C treatment. However, the mechanism of the IL28B gene in HCV infection and treatment is unclear, and further studies are needed to reveal the veils and provide theoretical basis for developing a new antiviral drug in clinic.",NA,NA,genome;clinical;cancer,Hepatitis C,21606539,,
22168813,2011,Journal of gastroenterology and hepatology,"Mizokami, Masashi","Discovery of critical host factor, IL-28B, associated with response to hepatitis C virus treatment.","Chronic hepatitis C affects 2.2-3.0% of the world population (130 million-170 million). Pegylated interferon-Î± (PEG-IFN-Î±) in combination with ribavirin (RBV), the approved and standard therapy, leads to viral eradication in about 50% of treated patients. In 2009, genome-wide association studies (GWAS) identified host genetic variation to be critical for predicting treatment response and spontaneous clearance in patients infected with hepatitis C virus (HCV). A correlated set of polymorphisms in the region of the interleukin-28B (IL-28B) gene on chromosome 19, coding for interferon (IFN)-Î»3 were associated with clearance of genotype 1 hepatitis C virus (HCV) in patients treated with PEG-IFN-Î± and RBV. The same polymorphisms were subsequently associated with spontaneous clearance of HCV in untreated patients. In addition, prediction of viral response to PEG-IFN-Î± and RBV therapy of patients with recurrent HCV infection after orthotopic liver transplantation depends on the IL-28B genotype of both recipient and donor tissues. Diagnosis of a patient's IL-28B genotype is likely to aid in clinical decision making with standard-of-care regimens. Future studies will investigate the possibility of individualizing treatment duration and novel regimens according to IL-28B genotype. As GWAS yield unexpected data, this approach could lead to the development of novel drug therapy, such as already appears promising with IFN-Î». In this Okuda lecture, I present the current understanding in regard to the relationship between host variations and clinical outcome of hepatitis C.",NA,NA,clinical;outcome;genome;treatment,Hepatitis C,21606539,,
23363841,2013,Journal of clinical microbiology,"de Beer, Jessica L;van Ingen, Jakko;de Vries, Gerard;Erkens, Connie;Sebek, Maruschka;Mulder, Arnout;Sloot, Rosa;van den Brandt, Anne-Marie;Enaimi, Mimount;Kremer, Kristin;Supply, Philip;van Soolingen, Dick","Comparative study of IS6110 restriction fragment length polymorphism and variable-number tandem-repeat typing of Mycobacterium tuberculosis isolates in the Netherlands, based on a 5-year nationwide survey.","In order to switch from IS6110 and polymorphic GC-rich repetitive sequence (PGRS) restriction fragment length polymorphism (RFLP) to 24-locus variable-number tandem-repeat (VNTR) typing of Mycobacterium tuberculosis complex isolates in the national tuberculosis control program in The Netherlands, a detailed evaluation on discriminatory power and agreement with findings in a cluster investigation was performed on 3,975 tuberculosis cases during the period of 2004 to 2008. The level of discrimination of the two typing methods did not differ substantially: RFLP typing yielded 2,733 distinct patterns compared to 2,607 in VNTR typing. The global concordance, defined as isolates labeled unique or identically distributed in clusters by both methods, amounted to 78.5% (n = 3,123). Of the remaining 855 cases, 12% (n = 479) of the cases were clustered only by VNTR, 7.7% (n = 305) only by RFLP typing, and 1.8% (n = 71) revealed different cluster compositions in the two approaches. A cluster investigation was performed for 87% (n = 1,462) of the cases clustered by RFLP. For the 740 cases with confirmed or presumed epidemiological links, 92% were concordant with VNTR typing. In contrast, only 64% of the 722 cases without an epidemiological link but clustered by RFLP typing were also clustered by VNTR typing. We conclude that VNTR typing has a discriminatory power equal to IS6110 RFLP typing but is in better agreement with findings in a cluster investigation performed on an RFLP-clustering-based cluster investigation. Both aspects make VNTR typing a suitable method for tuberculosis surveillance systems.",PMC3666783,10.1128/JCM.03061-12,characterization;genotype;control;surveillance;outbreak;transmission,Mycobacterium tuberculosis,21680568,,
22308723,2012,"Zhurnal mikrobiologii, epidemiologii, i immunobiologii","Viazovaia, A A;Zhuravlev, V Iu;Mokrousov, I V;Otten, T F;Pavlova, E P;Krishevich, V V;VishnevskiÄ_, B I;Narvskaia, O V",[Characteristics of Mycobacterium tuberculosis strains circulating in Pskov region].,"AIM: Characteristics of drug resistance (DR) and population structure of Mycobacterium tuberculosis in Pskov region.MATERIALS AND METHODS: In 90 strains of M. tuberculosis drug resistance was studied by culture method and by using &quot;TB-BIOCHIP&quot;; genotyping was determined by spoligotyping method.RESULTS: 55 (61.1%) of 90 M.tuberculosis strains had drug resistance, with 40 (44.4%) being multi-resistant. M. tuberculosis population was presented by SIT1 spoligotype strains of genetic families Beijing--44.4%, LAM--21.1%, T--14.4%, Haarlem--11.1% and Ural--5.6%, according to SpolDB4. Among M. tuberculosis strains circulating in Pskov region the most widespread (44.4%) was SIT1 spoligotype (p &lt; 0.0001). DR and multi-resistant DR (MDR) in Beijing strains occurred more frequently than in &quot;non-Beijing&quot; strains (p &lt; 0.001 and p = 0.03 respectively) and were determined by rpoB mutations Ser531--&gt;Ley and katG Ser315--&gt;Thr. All the SIT252 spoligotype strains were multi-resistant, and their resistance to rifampicin was determined by rpoB Asp516--&gt;Ser substitution, to isoniazid --katG Ser315--&gt;Thr and inhA_T15 substitutions.CONCLUSION: The data obtained gives evidence on tuberculosis epidemiological unfavorability and wide circulation of MDR M. tuberculosis strains in Pskov region.",NA,NA,surveillance;drug resistance;characterization,Mycobacterium tuberculosis,21680568,,
23827321,2013,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,"Tu, Zeng;He, Yong-lin;Lu, He;Xu, Lei;Yang, Zhi-bang;Yang, Chun;Chen, Wei-jun",Mutant spectrum of dengue type 1 virus in the plasma of patients from the 2006 epidemic in South China.,"The aim of the present study was to explore the mutant spectrum of dengue type 1 virus (DENV-1) within individuals during the 2006 dengue epidemic in South China. A 513-bp fragment including most of domain III of the envelope (E) gene was amplified directly from clinical samples, then cloned and sequenced. A total of 89 clones from six patients (range 11-17 clones per patient) were sequenced. Genetic diversity was calculated using MEGA 4 package. The total number of nucleotide mutations was 113 (3.7%) within the sequenced 513-bp E gene, with a range of 15 (3%) to 24 (4.7%) within individual viral populations, harboring more non-synonymous than synonymous mutations. The extent of sequence diversity varied among patients, with the mean diversity ranging from 0.19% to 0.32%, and the mean pairwise p-distance ranging from 0.34% to 0.65%. No genome-defective virus was detected in any clone in this study. Purifying selection may be the main driving force for the intrahost evolution: the mean dN/dS ratio was 0.532. Our findings contribute to the understanding of the genetic variation of DENV-1 in South China.",NA,NA,characterization;genome;diversity,Dengue virus,21689012,,
26244504,2015,PloS one,"Figueiredo, Rui;Card, Roderick;Nunes, Carla;AbuOun, Manal;Bagnall, Mary C;Nunez, Javier;MendonÃ§a, Nuno;Anjum, Muna F;da Silva, Gabriela Jorge",Virulence Characterization of Salmonella enterica by a New Microarray: Detection and Evaluation of the Cytolethal Distending Toxin Gene Activity in the Unusual Host S. Typhimurium.,"Salmonella enterica is a zoonotic foodborne pathogen that causes acute gastroenteritis in humans. We assessed the virulence potential of one-hundred and six Salmonella strains isolated from food animals and products. A high through-put virulence genes microarray demonstrated Salmonella Pathogenicity Islands (SPI) and adherence genes were highly conserved, while prophages and virulence plasmid genes were variably present. Isolates were grouped by serotype, and virulence plasmids separated S. Typhimurium in two clusters. Atypical microarray results lead to whole genome sequencing (WGS) of S. Infantis Sal147, which identified deletion of thirty-eight SPI-1 genes. Sal147 was unable to invade HeLa cells and showed reduced mortality in Galleria mellonella infection model, in comparison to a SPI-1 harbouring S. Infantis. Microarray and WGS of S. Typhimurium Sal199, established for the first time in S. Typhimurium presence of cdtB and other Typhi-related genes. Characterization of Sal199 showed cdtB genes were upstream of transposase IS911, and co-expressed with other Typhi-related genes. Cell cycle arrest, cytoplasmic distension, and nuclear enlargement were detected in HeLa cells infected by Sal199, but not with S. Typhimurium LT2. Increased mortality of Galleria was detected on infection with Sal199 compared to LT2. Thus, Salmonella isolates were rapidly characterized using a high through-put microarray; helping to identify unusual virulence features which were corroborated by further characterisation. This work demonstrates that the use of suitable screening methods for Salmonella virulence can help assess the potential risk associated with certain Salmonella to humans. Incorporation of such methodology into surveillance could help reduce the risk of emergence of epidemic Salmonella strains.",PMC4526557,10.1371/journal.pone.0135010,drug resistance;genome;mBio;characterization,Salmonella Enterica,21722278,,
24245509,2013,BMC genomics,"Hawkey, Jane;Edwards, David J;Dimovski, Karolina;Hiley, Lester;Billman-Jacobe, Helen;Hogg, Geoff;Holt, Kathryn E",Evidence of microevolution of Salmonella Typhimurium during a series of egg-associated outbreaks linked to a single chicken farm.,"BACKGROUND: The bacterium Salmonella enterica serovar Typhimurium (S. Typhimurium) is one of the most frequent causes of foodborne outbreaks of gastroenteritis. Between 2005-2008 a series of S. Typhimurium outbreaks occurred in Tasmania, Australia, that were all traced to eggs originating from a single chicken farm. We sequenced the genomes of 12 isolates linked to these outbreaks, in order to investigate the microevolution of a pathogenic S. Typhimurium clone in a natural, spatiotemporally restricted population.RESULTS: The isolates, which shared a phage type similar to DT135 known locally as 135@ or 135a, formed a clade within the S. Typhimurium population with close similarity to the reference genome SL1334 (160 single nucleotide polymorphisms, or SNPs). Ten of the isolates belonged to a single clone (&lt;23 SNPs between isolate pairs) which likely represents the population of S. Typhimurium circulating at the chicken farm; the other two were from sporadic cases and were genetically distinct from this clone. Divergence dating indicated that all 12 isolates diverged from a common ancestor in the mid 1990 s, and the clone began to diversify in 2003-2004. This clone spilled out into the human population several times between 2005-2008, during which time it continued to accumulate SNPs at a constant rate of 3-5 SNPs per year or 1x10-6 substitutions site-1 year-1, faster than the longer-term (~50 year) rates estimated previously for S. Typhimurium. Our data suggest that roughly half of non-synonymous substitutions are rapidly removed from the S. Typhimurium population, after which purifying selection is no longer important and the remaining substitutions become fixed in the population. The S. Typhimurium 135@ isolates were nearly identical to SL1344 in terms of gene content and virulence plasmids. Their phage contents were close to SL1344, except that they carried a different variant of Gifsy-1, lacked the P2 remnant found in SL1344 and carried a novel P2 phage, P2-Hawk, in place SL1344's P2 phage SopEÏ•. DT135 lacks P2 prophage. Two additional plasmids were identified in the S. Typhimurium 135@ isolates, pSTM2 and pSTM7. Both plasmids were IncI1, but phylogenetic analysis of the plasmids and their bacterial hosts shows these plasmids are genetically distinct and result from independent plasmid acquisition events.CONCLUSIONS: This study provides a high-resolution insight into short-term microevolution of the important human pathogen S. Typhimurium. It indicates that purifying selection occurs rapidly in this population (â‰_ 6 years) and then declines, and provides an estimate for the short-term substitution rate. The latter is likely to be more relevant for foodborne outbreak investigation than previous estimates based on longer time scales.",PMC3870983,10.1186/1471-2164-14-800,clinical;diagnosis;genome;mBio,Salmonella Enterica;Salmonella typhimurium,21722278,,
24734872,2014,BMC genomics,"Girault, Guillaume;Blouin, Yann;Vergnaud, Gilles;Derzelle, Sylviane",High-throughput sequencing of Bacillus anthracis in France: investigating genome diversity and population structure using whole-genome SNP discovery.,"BACKGROUND: Single nucleotide polymorphisms (SNPs) are ideal signatures for subtyping monomorphic pathogens such as Bacillus anthracis. Here we report the use of next-generation sequencing technology to investigate the historical, geographic and genetic diversity of Bacillus anthracis in France. 122 strains isolated over a 60-years period throughout the country were whole-genome sequenced and comparative analyses were carried out with a focus on SNPs discovery to discriminate regional sub-groups of strains.RESULTS: A total of 1581 chromosomal SNPs precisely establish the phylogenetic relationships existing between the French strains. Phylogeography patterns within the three canSNP sub-lineages present in France (i.e. B.Br.CNEVA, A.Br.011/009 and A.Br.001/002) were observed. One of the more remarkable findings was the identification of a variety of genotypes within the A.Br.011/009 sub-group that are persisting in the different regions of France. The 560 SNPs defining the A.Br.011/009- affiliated French strains split the Trans-Eurasian sub-group into six distinct branches without any intermediate nodes. Distinct sub-branches, with some geographic clustering, were resolved. The 345 SNPs defining the major B.Br CNEVA sub-lineage clustered three main phylogeographic clades, the Alps, the Pyrenees, and the Massif Central, with a small SaÃ´ne-et-Loire sub-cluster nested within the latter group. The French strains affiliated to the minor A.Br.001/002 group were characterized by 226 SNPs. All recent isolates collected from the Doubs department were closely related. Identification of SNPs from whole-genome sequences facilitates high-resolution strain tracking and provides the level of discrimination required for outbreak investigations. Eight diagnostic SNPs, representative of the main French-specific phylogeographic clusters, were therefore selected and developed into high-resolution melting SNP discriminative assays.CONCLUSIONS: This work has established one of the most accurate phylogenetic reconstruction of B. anthracis population structure in a country. An extensive next-generation sequencing (NGS) dataset of 122 French strains have been created that allowed the identification of novel diagnostic SNPs useful to rapidly determine the geographic origin of any strain found in France.",PMC4023602,10.1186/1471-2164-15-288,genome;outbreak;geography;phylogeny;diversity,Bacillus anthracis,21775956,,
24604644,2014,Genome announcements,"Ohnishi, Naomi;Maruyama, Fumito;Ogawa, Hirohito;Kachi, Hirokazu;Yamada, Shunsuke;Fujikura, Daisuke;Nakagawa, Ichiro;Hang'ombe, Mudenda B;Thomas, Yuka;Mweene, Aaron S;Higashi, Hideaki","Genome Sequence of a Bacillus anthracis Outbreak Strain from Zambia, 2011.","In August 2011, an anthrax outbreak occurred among Hippopotamus amphibius hippopotamuses and humans in Zambia. Here, we report the draft genome sequence of the Bacillus anthracis outbreak strain CZC5, isolated from tissues of H. amphibius hippopotamuses that had died in the outbreak area.",PMC3945500,10.1128/genomeA.00116-14,outbreak;genome,Bacillus anthracis,21775956,,
25075453,2014,Emerging infectious diseases,"Wu, Haibo;Peng, Xiaorong;Xu, Lihua;Jin, Changzhong;Cheng, Linfang;Lu, Xiangyun;Xie, Tiansheng;Yao, Hangping;Wu, Nanping","Novel reassortant influenza A(H5N8) viruses in domestic ducks, eastern China.","Domestic ducks are natural reservoirs of avian influenza viruses and serve as reassortant hosts for new virus subtypes. We isolated 2 novel influenza A(H5N8) viruses from domestic ducks in eastern China, sequenced their genomes, and tested their pathogenicity in chickens and mice. Circulation of these viruses may pose health risks for humans.",PMC4111196,10.3201/eid2008.140339,reservoir,Haemophilus Influenza,21978155,,
21272297,2011,Virology journal,"Zhang, Hongbo;Xu, Bing;Chen, Quanjiao;Chen, Jianjun;Chen, Ze",Characterization of an H10N8 influenza virus isolated from Dongting lake wetland.,"BACKGROUND: Wild birds, especially those in wetlands and aquatic environments, are considered to be natural reservoirs of avian influenza viruses. It is accepted that water is an important component in the transmission cycle of avian influenza virus. Monitoring the water at aggregation and breeding sites of migratory waterfowl, mainly wetland, is very important for early detection of avian influenza virus. The epidemiology investigation of avian influenza virus was performed in Dongting lake wetland which is an international important wetland.RESULTS: An H10N8 influenza virus was isolated from Dongting Lake wetland in 2007. Phylogenetic analysis indicated that the virus was generated by multiple gene segment reassortment. The isolate was lowly pathogenic for chickens. However, it replicated efficiently in the mouse lung without prior adaptation, and the virulence to mice increased rapidly during adaptation in mouse lung. Sequence analysis of the genome of viruses from different passages showed that multiple amino acid changes were involved in the adaptation of the isolates to mice.CONCLUSIONS: The water might be an important component in the transmission cycle of avian influenza virus, and other subtypes of avian influenza viruses (other than H5, H7 and H9) might evolve to pose a potential threat to mammals and even humans.",PMC3038951,10.1186/1743-422X-8-42,phylogeny;reservoir,Haemophilus Influenza,21978155,,
27576071,2016,Vaccine,"Cheng, Tao;Wang, Xiang;Song, Yufeng;Tang, Xinying;Zhang, Chao;Zhang, Hongbo;Jin, Xia;Zhou, Dongming",Chimpanzee adenovirus vector-based avian influenza vaccine completely protects mice against lethal challenge of H5N1.,"Highly pathogenic avian H5N1 viruses may give rise to the next influenza pandemic due to their reassortment and mutation of the genome. Vaccine against this virus is important for coping with its potential threat. Chimpanzee adenovirus (Ad) vectors are a novel type of vaccine vectors that share the advantages of human serotype Ad vectors but without being affected by pre-existing human neutralizing antibody to the vaccine vector. Based on a replication-deficient chimpanzee Ad vector, AdC7, we generated a novel H5N1 vaccine candidate AdC7-H5HA that expresses H5N1 Hemagglutinin(HA). When tested in mice, the vaccine significantly reduced the virus load and pathological lesions in the lung tissues, and conferred complete protection against lethal challenge by a homologous virus. Mechanistically, the AdC7-H5HA vaccine can induce both HA-specific humoral and cell-mediated immune responses in mice. Also, sera transfer experiments demonstrated that neutralizing antibodies alone could provide protection. In conclusion, our results show that chimpanzee Ad vector expressing influenza virus HA may represent a promising vaccine candidate for H5N1 viruses and other influenza virus subtypes.",NA,NA,vaccine;vector,Haemophilus Influenza,22184438,,
