samplePhase,PMID,YearPub,Journal,Authors,Title,Abstract,PMCID,DOI,concepts,revised concepts,Pathogen,Include ,Exclusion Reason
First,22662157,2012,PloS one,"Morales-Espinosa, Rosario;SoberÃ_n-ChÃ¡vez, Gloria;Delgado-SapiÃ©n, Gabriela;Sandner-Miranda, Luisa;MÃ©ndez, JosÃ© L;GonzÃ¡lez-Valencia, Gerardo;Cravioto, Alejandro",Genetic and phenotypic characterization of a Pseudomonas aeruginosa population with high frequency of genomic islands.,"Various genomic islands, PAPI-1, PAPI-2, PAGI-1, PAGI-2, PAGI-3, and PAGI-4, and the element pKLC102 have been characterized in different P. aeruginosa strains from diverse habitats and geographical locations. Chromosomal DNA macroarray of 100 P. aeruginosa strains isolated from 85 unrelated patients hospitalized in an intensive care unit was created to assess the occurrence of these genomic islands (GEIs). The macroarray was then hybridized with labeled probes derived from each genomic island. In addition, PFGE patterns with SpeI, frequency of virulence genes, and antimicrobial resistance patterns of the strains were studied. Our results showed that almost all P. aeruginosa strains presented up to eight virulence genes. By SpeI macrorestriction fragment analysis we were able to identify 49 restriction patterns; 35 patterns correspond to single strains and the remaining 14 to strains subgroup (a-n). Most of the strains showed variation in number or composition of GEIs and a specific antimicrobial pattern indicating that each strain was an unrelated isolate. In terms of the number of genomic islands per strain, 7 GEIs were found in 34% of the strains, 6 in 18%, 5 in 12%, 4 in 14%, 3 in 10%, 2 in 7%, and 1 in 4%; only one isolate did not present any GEI. The genomic islands PAPI-1 and PAPI-2 and the element pKLC102 were the most frequently detected. The analysis of the location of each GEI in the chromosome of two strains show that the islands PAGI-3, PAPI-1, PAPI-2 and pKLC102 are present in the insertion site previously reported, but that PAGI-2 and PAGI-4 are inserted in another chromosome place in a site not characterized yet. In conclusion our data show that P. aeruginosa strains exhibited an epidemic population structure with horizontal transfer of DNA resulting in a high frequency of GEIs.",PMC3360775,10.1371/journal.pone.0037459,genotype;drug resistance;genome;outbreak;hospital;geography,genotype;drug resistance;genome;hospital;geography,Pseudomona aeruginosa,Y,"Note: pfge, not wgs"
First,22624829,2012,BMC microbiology,"Lam, Connie;Octavia, Sophie;Reeves, Peter R;Lan, Ruiting",Multi-locus variable number tandem repeat analysis of 7th pandemic Vibrio cholerae.,"BACKGROUND: Seven pandemics of cholera have been recorded since 1817, with the current and ongoing pandemic affecting almost every continent. Cholera remains endemic in developing countries and is still a significant public health issue. In this study we use multilocus variable number of tandem repeats (VNTRs) analysis (MLVA) to discriminate between isolates of the 7th pandemic clone of Vibrio cholerae.RESULTS: MLVA of six VNTRs selected from previously published data distinguished 66 V. cholerae isolates collected between 1961-1999 into 60 unique MLVA profiles. Only 4 MLVA profiles consisted of more than 2 isolates. The discriminatory power was 0.995. Phylogenetic analysis showed that, except for the closely related profiles, the relationships derived from MLVA profiles were in conflict with that inferred from Single Nucleotide Polymorphism (SNP) typing. The six SNP groups share consensus VNTR patterns and two SNP groups contained isolates which differed by only one VNTR locus.CONCLUSIONS: MLVA is highly discriminatory in differentiating 7th pandemic V. cholerae isolates and MLVA data was most useful in resolving the genetic relationships among isolates within groups previously defined by SNPs. Thus MLVA is best used in conjunction with SNP typing in order to best determine the evolutionary relationships among the 7th pandemic V. cholerae isolates and for longer term epidemiological typing.",PMC3438101,10.1186/1471-2180-12-82,genome;phylogeny;genotype,,Vibrio cholerae,Y,"Note: pcr, not wgs"
First,22411105,2012,Virus genes,"Zhang, Aimee;Chinnawirotpisan, Piyawan;Tang, Yuxin;Zhou, Yanfei;Lynch, Julia;Thomas, Stephen;Kalayanarooj, Siripen;Putnak, Robert;Zhang, Chunlin",Intra-genotypic variation of predominant genotype II strains of dengue type-3 virus isolated during different epidemics in Thailand from 1973 to 2001.,"The prevalence of all four dengue virus (DENV) serotypes has increased dramatically in recent years in many tropical and sub-tropical countries accompanied by an increase in genetic diversity within each serotype. This expansion in genetic diversity is expected to give rise to viruses with altered antigenicity, virulence, and transmissibility. We previously demonstrated the co-circulation of multiple DENV genotypes in Thailand and identified a predominant genotype for each serotype. In this study, we performed a comparative analysis of the complete genomic sequences of 28 DENV-3 predominant genotype II strains previously collected during different DENV-3 epidemics in Thailand from 1973 to 2001 with the goal to define mutations that might correlate with virulence, transmission frequency, and epidemiological impact. The results revealed (1) 37 amino acid and six nucleotide substitutions adopted and fixed in the virus genome after their initial substitutions over nearly 30-year-sampling period, (2) the presence of more amino acid and nucleotide substitutions in recent virus isolates compared with earlier isolates, (3) six amino acid substitutions in capsid (C), pre-membrane (prM), envelope (E), and nonstructural (NS) proteins NS4B and NS5, which appeared to be associated with periods of high DENV-3 epidemic activity, (4) the highest degree of conservation in C, NS2B and the 5'-untranslated region (UTR), and (5) the highest percentage of amino acid substitutions in NS2A protein.",NA,NA,characterization;genome;diversity;outbreak,,Dengue virus,N,"Note: pcr, not figures, but by god are there long tables"
First,22386850,2012,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","Rivero-PÃ©rez, Belinda;Alcoba-FlÃ_rez, Julia;MÃ©ndez-ÃÅlvarez, SebastiÃ¡n","Genetic diversity of community-associated methicillin-resistant Staphylococcus aureus isolated from Tenerife Island, Spain.","With the recent detection of MRSA (methicillin-resistant Staphylococcus aureus) infections in patients lacking health care-related risk factors, the term community-acquired MRSA (CA-MRSA) has been become widely recognised. Many cases of CA-MRSA spreading to the community have been described worldwide. The aim of this study was to determine the features of CA-MRSA isolates from Tenerife Island. Toward this end, one hundred MRSA isolates were collected from eight different health regions, and their molecular features were investigated. This study revealed a wide variety of MRSA clones, including an emergent ST: ST1434 (CC8) and two new spa types, t7575 (ST125) and t7678 (ST22). The PVL genes were found in only five isolates belonging to unrelated lineages, ST8, ST30 and ST22, which could indicate at least three independent introductions of PVL(+) strains to Tenerife. Moreover, we detected that hospital MRSA clones, like EMRSA-15 and EMRSA-16, had spread to the community and are now circulating in both environments. Therefore, in our study, the CDC's rules were not specific enough to distinguish CA-MRSA from HA-MRSA. Thus, we think that the current epidemiological information is not enough to discriminate between both MRSAs, and it is necessary for prevention guidelines to include the routine determination of at least the genetic background, the antimicrobial susceptibility profile, and the PVL genes of each MRSA isolate.",NA,NA,drug resistance;clinical;treatment;genome;diversity;mBio;outbreak;community,,Staphylococcus aureus,M,"only data visualization is a map, tables could be visualized, but… kinda pushing it…"
First,22325122,2012,International journal of antimicrobial agents,"Yoo, Jung Sik;Yang, Ji Woo;Kim, Hye Mee;Byeon, Jeongheum;Kim, Hwa Su;Yoo, Jae Il;Chung, Gyung Tae;Lee, Yeong Seon",Dissemination of genetically related IMP-6-producing multidrug-resistant Pseudomonas aeruginosa ST235 in South Korea.,"The present study aimed to describe the prevalence and molecular epidemiology of metallo-Î_-lactamase (MBL)-producing Pseudomonas aeruginosa isolates obtained from non-tertiary care hospitals and geriatric hospitals in South Korea. Of the 644 isolates, 224 were carbapenem-resistant, amongst which 41 (18.3%) were MBL-producers and the major MBL type was IMP-6 (35 isolates). IMP-6-producing isolates were multidrug-resistant and showed higher minimum inhibitory concentrations for meropenem than imipenem. All of the IMP-6-producing isolates had class 1 integrons with amplification sizes of 4.5 kb/5.5 kb (34 isolates) or 3.0 kb (1 isolate); 4.5 kb/5.5 kb integrons had bla(IMP-6)-qac-aacA4-bla(OXA-1)-aadA1 (5.5 kb) and aadB-cmlA-bla(OXA-10)-aadA1 (4.5 kb). Pulsed-field gel electrophoresis (PFGE) analysis indicated that all IMP-6-producing P. aeruginosa from various geographic areas had nearly identical patterns with &gt;85% similarity. All IMP-6-producing isolates showed high genetic similarity to those obtained from tertiary care hospitals and had the same integron type, indicating the spread of these strains to the three types of hospitals nationwide. These data show the wide spreading of clonally related IMP-6-producing P. aeruginosa (sequence type 235) through tertiary, non-tertiary and geriatric hospitals in South Korea. Continuous monitoring and thorough infection control should be performed in all types of hospitals to prevent further spreading of MBL-producing P. aeruginosa.",NA,NA,drug resistance;outbreak;hospital;mBio;control,,Pseudomona aeruginosa,Y,Note:not wgs
First,22293432,2012,The Journal of infectious diseases,"Delwart, Eric;Slikas, Elizabeth;Stramer, Susan L;Kamel, Hany;Kessler, Debra;Krysztof, David;Tobler, Leslie H;Carrick, Danielle M;Steele, Whitney;Todd, Deborah;Wright, David J;Kleinman, Steven H;Busch, Michael P;Cable, R;Rios, J;Benjamin, R;Roback, J D;Sacher, R A;Wilkinson, S L;Carey, P M;Murphy, E L;Custer, B;Hirschler, N;Triulzi, D;Kakaiya, R;Kiss, J;Gottschall, J;Mast, A;Schulman, J;King, M;Nemo, G;Glynn, S A;Busch, M P;Norris, P J","Genetic diversity of recently acquired and prevalent HIV, hepatitis B virus, and hepatitis C virus infections in US blood donors.","BACKGROUND: Genetic variations of human immunodeficiency virus (HIV), hepatitis C virus (HCV), and hepatitis B virus (HBV) can affect diagnostic assays and therapeutic interventions. Recent changes in prevalence of subtypes/genotypes and drug/immune-escape variants were characterized by comparing recently infected vs more remotely infected blood donors.METHODS: Infected donors were identified among approximately 34 million US blood donations, 2006-2009; incident infections were defined as having no or low antiviral antibody titers. Viral genomes were partially sequenced.RESULTS: Of 321 HIV strains (50% incident), 2.5% were non-B HIV subtypes. Protease and reverse transcriptase (RT) inhibitor resistance mutations were found in 2% and 11% of infected donors, respectively. Subtypes in 278 HCV strains (31% incident) yielded 1a&gt;1b&gt;3a&gt;2b&gt;2a&gt;4a&gt;6d, 6e: higher frequencies of 3a in incident cases vs higher frequencies of 1b in prevalent cases were found (P = .04). Twenty subgenotypes among 193 HBV strains (26% incident) yielded higher frequencies of A2 in incident cases and higher frequencies of A1, B2, and B4 in prevalent cases (P = .007). No HBV drug resistance mutations were detected. Six percent of incident vs 26% of prevalent HBV contained antibody neutralization escape mutations (P = .01).CONCLUSIONS: Viral genetic variant distribution in blood donors was similar to that seen in high-risk US populations. Blood-borne viruses detected through large-scale routine screening of blood donors can complement molecular surveillance studies of highly exposed populations.",PMC3282564,10.1093/infdis/jir862,genome;diversity;drug resistance;mBio,drug resistance;mBio;hospital,Hepatitis B;Human Immunodeficy Virus;Hepatitis C,N,"pcr, no useable figures (consort digrams), no useable tables"
First,22291996,2012,PloS one,"Ferraris, Laurent;Butel, Marie JosÃ©;Campeotto, Florence;Vodovar, Michel;RozÃ©, Jean Christophe;Aires, Julio","Clostridia in premature neonates' gut: incidence, antibiotic susceptibility, and perinatal determinants influencing colonization.","BACKGROUND: Although premature neonates (PN) gut microbiota has been studied, data about gut clostridial colonization in PN are scarce. Few studies have reported clostridia colonization in PN whereas Bacteroides and bifidobacteria have been seldom isolated. Such aberrant gut microbiota has been suggested to be a risk factor for the development of intestinal infections. Besides, PN are often treated by broad spectrum antibiotics, but little is known about how antibiotics can influence clostridial colonization based on their susceptibility patterns. The aim of this study was to report the distribution of Clostridium species isolated in feces from PN and to determine their antimicrobial susceptibility patterns. Additionally, clostridial colonization perinatal determinants were analyzed.RESULTS: Of the 76 PN followed until hospital discharge in three French neonatal intensive care units (NICUs), 79% were colonized by clostridia. Clostridium sp. colonization, with a high diversity of species, increased throughout the hospitalization. Antibiotic courses had no effect on the clostridial colonization incidence although strains were found susceptible (except C. difficile) to anti-anaerobe molecules tested. However, levels of colonization were decreased by either antenatal or neonatal (during more than 10 days) antibiotic courses (pâ€_=â€_0.006 and pâ€_=â€_0.001, respectively). Besides, incidence of colonization was depending on the NICU (pâ€_=â€_0.048).CONCLUSION: This study shows that clostridia are part of the PN gut microbiota. It provides for the first time information on the status of clostridia antimicrobial susceptibility in PN showing that strains were susceptible to most antibiotic molecules. Thus, the high prevalence of this genus is not linked to a high degree of resistance to antimicrobial agents or to the use of antibiotics in NICUs. The main perinatal determinant influencing PN clostridia colonization appears to be the NICU environment.",PMC3266918,10.1371/journal.pone.0030594,drug resistance;outbreak;hospital;genome;diversity,,Clostridium difficile,Y,"pcr, no useable figures (consort digrams), no useable tables"
First,22265849,2012,International journal of food microbiology,"Van, Thi Thu Hao;Nguyen, Hoang Nam Kha;Smooker, Peter M;Coloe, Peter J","The antibiotic resistance characteristics of non-typhoidal Salmonella enterica isolated from food-producing animals, retail meat and humans in South East Asia.","Antimicrobial resistance is a global problem. It is most prevalent in developing countries where infectious diseases remain common, the use of antibiotics in humans and animals is widespread, and the replacement of older antibiotics with new generation antibiotics is not easy due to the high cost. Information on antibiotic resistance phenotypes and genotypes of Salmonella spp. in food animals and humans in different countries and geographic regions is necessary to combat the spread of resistance. This will improve the understanding of antibiotic resistance epidemiology, tracing of new emerging pathogens, assisting in disease treatment, and enhancing prudent use of antibiotics. However, the extent of antibiotic resistance in food-borne pathogens and humans in many developing countries remains unknown. The goal of this review is to discuss the current state of antibiotic resistance of non-typhoid Salmonella spp. in food-producing animals, retail meat and humans from South East Asia. It is focused on resistance characteristics of traditional and &quot;critically important&quot; antibiotics in this region, and the emergence of multidrug resistant strains and genetic elements that contribute to the development of multidrug resistance, including integrons and the Salmonella Genomic Island (SGI).",NA,NA,drug resistance;genome;surveillance;vector;geography;characterization,,Salmonella Enterica,N,"review, no useable figures"
First,22257297,2012,"Microbial drug resistance (Larchmont, N.Y.)","Qu, Ting-Ting;Yang, Qing;Shen, Ping;Wei, Ze-Qing;Yu, Yun-Song","Novel vancomycin-resistance transposon, plasmid replicon types, and virulence factors of vancomycin-resistant Enterococci in Zhejiang, China.","Forty-seven vancomycin-resistant Enterococcus (VRE) strains were isolated from clinical samples in 13 Zhejiang hospitals and fecal samples from ICU patients in a large teaching hospital in China. No VRE isolates were detected in healthy human subjects. CC17 was the main clonal complex in clinical Enterococcus faecium isolates but not in isolates from healthy human subjects. Novel vancomycin-resistance transposons were detected among VRE strains. This is the first report demonstrating insertion of tnpA and fosB genes in the vanRS-vanH intergenic region of Tn1546 leading to coresistance to vancomycin and fosfomycin. The four plasmid replicon types (pRUM, pRE25, pEF418, and pB82) were more common in VRE isolates, suggesting their association with vancomycin resistance and nosocomial transmission. The prevalence rate of vancomycin-resistant Staphylococcus aureus-related Inc18-like plasmid, pIP501, in VRE was 21.3%. The prevalence of the esp gene among VRE isolates was high (76.6%). In several VRE strains, the esp and hyl genes were cotransferred with the vanA gene by conjugation. Although the frequency of VRE is low in Chinese hospitals, its association with virulence determinants, the vancomycin-resistance transposon with other resistance gene insertions or plasmids may lead to multidrug resistance and the evolution of pathogenic VRE.",NA,NA,drug resistance;phylogeny;mBio,,Enterococcus faecium,N,article not accesible from UBC
First,22205821,2011,Journal of clinical microbiology,"Minandri, Fabrizia;D'Arezzo, Silvia;Antunes, LuÃ_sa C S;Pourcel, Christine;Principe, Luigi;Petrosillo, Nicola;Visca, Paolo",Evidence of diversity among epidemiologically related carbapenemase-producing Acinetobacter baumannii strains belonging to international clonal lineage II.,"Carbapenem-resistant Acinetobacter baumannii strains belonging to international clonal lineage II (ICL-II) have become predominant in intensive care units (ICUs) throughout Italy. Between 2005 and 2009, the carbapenem-hydrolyzing class D Î_-lactamase (CHDL) bla(OXA-23) gene became more prevalent than bla(OXA-58) among epidemic ICL-II strains showing extensive genetic similarity. These findings posed the question of whether CHDL gene replacement occurred in the homogeneous ICL-II population or a new OXA-23 clone(s) emerged and spread in ICUs. In this study, the changes in the ICL-II A. baumannii population and CHDL gene carriage were investigated in 30 genetically related isolates collected during the bla(OXA-58)-to-bla(OXA-23) transition period. Pulsotyping, randomly amplified polymorphic DNA (RAPD) analysis, and multilocus sequence typing (MLST) results were combined with multilocus variable-number tandem-repeat (VNTR) analysis (MLVA-8), siderotyping, and plasmid profiling to improve genotype-based discrimination between isolates. Pulsotyping, RAPD analysis, and MLST clustered isolates into a single type. MLVA-8 identified 19 types that clustered into three complexes. All OXA-23-producing isolates formed a single complex, while OXA-58 producers were split into two complexes. Southern blot analysis of the physical localization and genetic context of the CHDL genes showed that bla(OXA-58) was invariably located on plasmids, while bla(OXA-23) was present within Tn2006 on the chromosome or both the chromosome and plasmids. These data indicate that the apparently homogeneous population of CHDL-producing ICL-II strains was composed of several independent strains and that, between 2005 and 2009, distinct OXA-23 producers displaced the preexisting OXA-58 producers. Thus, MLVA-8 appears to be a suitable tool not only for investigating A. baumannii population structure but also for high-resolution epidemiological typing.",PMC3295171,10.1128/JCM.05555-11,characterization;outbreak;hospital;genotype;drug resistance;mBio,,Acinetobact baumannii,Y,"Note:mainly PFGE results, but with phylogenetic tree combined (diff than others I've seen before)"
First,22189161,2011,BMC gastroenterology,"Watada, Masahide;Shiota, Seiji;Matsunari, Osamu;Suzuki, Rumiko;Murakami, Kazunari;Fujioka, Toshio;Yamaoka, Yoshio",Association between Helicobacter pylori cagA-related genes and clinical outcomes in Colombia and Japan.,"BACKGROUND: Specific genotypes of several virulence factors of Helicobacter pylori (eg, cagA-positive, vacA s1, oipA &quot;on&quot; and babA-positive) have been reported to be predictors of severe clinical outcomes. Importantly, the presence of these genotypes correlates with each other. We hypothesized that novel virulence genes correlate with the presence of cagA. Therefore, we aimed to find novel candidate virulence genes that correlate with cagA and examined the association of these genes with clinical outcomes in Colombian and Japanese populations.METHODS: cagA-associated genes were selected based on previous H. pylori genome microarray data. A total of 343 strains (174 from Colombia and 169 from Japan) were examined for the status of cagA, vacA, and candidate genes by polymerase chain reaction and dot blot.RESULTS: Microarray data showed that 9 genes were significantly correlated with the presence of cagA. Among the 9 genes, the functions of 4 were known, and we selected these 4 genes as candidate genes (hp0967, jhp0045, jhp0046, and jhp0951). The prevalences of cagA, vacA s1/m1 genotype, and hp0967 were significantly higher in Japan than Colombia, whereas those of jhp0045 and jhp0046 were more prevalent in Colombia than Japan. The prevalences of jhp0045 and jhp0046 in cagA-positive cases of gastric cancer were significantly higher than those from gastritis in Colombia (P = 0.015 and 0.047, respectively). In contrast, the prevalence of 4 candidate genes was independent of clinical outcomes in Japan.CONCLUSIONS: jhp0045 and jhp0046 might be novel markers for predicting gastric cancer in cagA-positive cases in Colombia, but not in Japan.",PMC3260095,10.1186/1471-230X-11-141,cancer;clinical;outcome,,Helicobacter pylori,N,"no figures, tables are mainly stats"
First,22184438,2011,Poultry science,"Siddique, N;Naeem, K;Ahmed, Z;Abbas, M A;Farooq, S;Malik, S A","Isolation, identification, and phylogenetic analysis of reassortant low-pathogenic avian influenza virus H3N1 from Pakistan.","During routine avian influenza surveillance in Pakistan, a low-pathogenic avian influenza virus (LPAI) subtype H3N1 was isolated for the first time from domestic chickens. The higher seroprevalence of H3N1 was recorded in both commercial and domestic poultry in ecological zones of Pakistan where the geographical proximity with neighboring countries and attractive birding sites provide better opportunities for frequent movements of wild and migratory birds, and their intermingling with the local domestic and commercial poultry. Subsequent whole genome sequencing of this virus revealed a new introduction of a reassortant Eurasian avian strain, which was distinguishable from corresponding human and swine strains isolated elsewhere. Phylogenetically, the HA gene was mostly clustered with Nordic (Scandinavian) strains of influenza viruses, whereas the NA and PB1 genes showed a maximum nucleotide sequence homology with the Indian H11N1, and the PB2 gene was found to be closely related to the Altai H5N2. The Matrix and NP genes of H3N1 mostly clustered with the European avian influenza viruses (AIV), whereas its NS and PA genes showed maximum nucleotide homologies with the African (Egypt) AIV strains. A sequence and amino acid analysis revealed an LP motif, avian-like receptor specificity, potential glycosylation sites, and sensitivities to oseltamivir, zanamivir, and amantadine. Some point mutations possessed by this Pakistani AIV H3N1 were also found in human, equine, and swine H3 influenza viruses. This H3N1 isolate showed less nucleotide sequence homology with the previously known Pakistani AIV as compared with other Eurasian AIV strains.",NA,NA,vector;surveillance;genome;phylogeny,,Haemophilus Influenza,N,"not humans, just chickens"
First,22084315,2011,Genome biology and evolution,"Hao, Weilong;Ma, Jennifer H;Warren, Keisha;Tsang, Raymond S W;Low, Donald E;Jamieson, Frances B;Alexander, David C",Extensive genomic variation within clonal complexes of Neisseria meningitidis.,"Meningococcal disease is a widely distributed complex disease affecting all age categories. It can cause severe meningitis and septicemia, especially in unvaccinated infants and young children. The causative agent, Neisseria meningitidis (Nm), can be phenotypically and genetically differentiated into serogroups and sequence types (STs) and has a highly dynamic population structure. To obtain a deeper understanding of the epidemiology of Nm, we sequenced seven Nm genomes. Large-scale genomic analysis was conducted with these 7 Nm genomes, 27 additional Nm genomes from GenBank, and 4 other Neisseria genomes. We observed extensive homologous recombination in all gene functional categories among different Nm genomes. Homologous recombination is so frequent that it has resulted in numerous chimeric open reading frames, including genes in the capsule biosynthesis cluster and loci targeted by commercial vaccines. Our results reveal that, despite widespread use, evolutionary relationships inferred from the standard seven-gene multilocus sequence typing (MLST) method could not predict virulence gene content or strain phenotype. In fact, up to 28% of the virulence-associated genes could differ between strains of identical STs. Consistent with previous studies, we found that allelic recombination is also associated with alterations in antibiotic susceptibility. Overall, these findings emphasize the extensive genomic plasticity of Nm and the limitations of standard molecular methods to quantify this genotypic and phenotypic diversity.",PMC3242501,10.1093/gbe/evr119,genotype;genome;drug resistance;phylogeny;mBio,,Neisseria meningitidis,Y,
First,22022460,2011,PloS one,"Sanabani, Sabri Saeed;Pastena, NA;da Costa, Antonio Charlys;Martinez, Vanessa Pouza;Kleine-Neto, Walter;de Oliveira, Ana Carolina Soares;Sauer, Mariana Melillo;Bassichetto, Katia Cristina;Oliveira, Solange Maria Santos;Tomiyama, Helena Tomoko Iwashita;Sabino, Ester Cerdeira;Kallas, Esper Georges","Characterization of partial and near full-length genomes of HIV-1 strains sampled from recently infected individuals in SÃ£o Paulo, Brazil.","BACKGROUND: Genetic variability is a major feature of human immunodeficiency virus type 1 (HIV-1) and is considered the key factor frustrating efforts to halt the HIV epidemic. A proper understanding of HIV-1 genomic diversity is a fundamental prerequisite for proper epidemiology, genetic diagnosis, and successful drugs and vaccines design. Here, we report on the partial and near full-length genomic (NFLG) variability of HIV-1 isolates from a well-characterized cohort of recently infected patients in SÃ£o Paul, Brazil.METHODOLOGY: HIV-1 proviral DNA was extracted from the peripheral blood mononuclear cells of 113 participants. The NFLG and partial fragments were determined by overlapping nested PCR and direct sequencing. The data were phylogenetically analyzed.RESULTS: Of the 113 samples (90.3% male; median age 31 years; 79.6% homosexual men) studied, 77 (68.1%) NFLGs and 32 (29.3%) partial fragments were successfully subtyped. Of the successfully subtyped sequences, 88 (80.7%) were subtype B sequences, 12 (11%) BF1 recombinants, 3 (2.8%) subtype C sequences, 2 (1.8%) BC recombinants and subclade F1 each, 1 (0.9%) CRF02 AG, and 1 (0.9%) CRF31 BC. Primary drug resistance mutations were observed in 14/101 (13.9%) of samples, with 5.9% being resistant to protease inhibitors and nucleoside reverse transcriptase inhibitors (NRTI) and 4.9% resistant to non-NRTIs. Predictions of viral tropism were determined for 86 individuals. X4 or X4 dual or mixed-tropic viruses (X4/DM) were seen in 26 (30.2%) of subjects. The proportion of X4 viruses in homosexuals was detected in 19/69 (27.5%).CONCLUSIONS: Our results confirm the existence of various HIV-1 subtypes circulating in SÃ£o Paulo, and indicate that subtype B account for the majority of infections. Antiretroviral (ARV) drug resistance is relatively common among recently infected patients. The proportion of X4 viruses in homosexuals was significantly higher than the proportion seen in other study populations.",PMC3193532,10.1371/journal.pone.0025869,surveillance;characterization;genome;drug resistance;mBio;vaccine,,Human Immunodeficy Virus,Y,
First,21978155,2011,Acta virologica,"Rui-Hua, Zhang;Hong-Yu, Cui;Ming-Ju, Xu;Kai, Li;Hua-Lan, Chen;Cun-Lian, Wang;Dong, Wei;Cun-Xin, Li;Tong, Xu",Molecular characterization and pathogenicity of swine influenza H9N2 subtype virus A/swine/HeBei/012/2008/(H9N2).,"The H9N2 subtype influenza virus (IV) is a remarkable member of the influenza A viruses because it can infect not only chickens, ducks and pigs, but also humans. Pigs are susceptible to both human and avian influenza viruses and have been proposed to be intermediate hosts for the generation of pandemic influenza viruses through reassortment or adaptation to the mammalian host. To further understand the genetic characteristics and evolution, we investigated the source and molecular characteristics of the H9N2 subtype swine influenza virus (SIV), and observed its pathogenicity in BALB/c mice. The BALB/c mice were inoculated intranasally with 100 median mouse infectious dose of A/swine/HeBei/012/2008/(H9N2) viruses to observe the pathogenicity. The HA, NP, NA and M gene were cloned, sequenced and phylogenetically analyzed with related sequences available in GenBank. The infected mice presented with inactivity, weight loss and laboured respiration, while the pathological changes were characterized by diffuse alveolar damage in the lung. The nucleotide and deduced amino acid sequence of HA, NP, NA and M gene was similar with that of A/chicken/Hebei/4/2008(H9N2). The HA protein contained 6 glycosylation sites and the motif of HA cleavage site was PARSSR GLF, which is characteristic of low pathogenic IV. In the HA, NP, M and NA gene phylogenetic trees, the isolate clustered with A/chicken/Hebei/4/2008(H9N2). The isolate possibly came from A/chicken/Hebei/4/2008(H9N2) and was partially varied during its cross-species spread.",NA,NA,characterization;phylogeny;outbreak,,Haemophilus Influenza,N,"lab study, very basic phylogenetic tree (tree + text label)"
First,21949887,2011,PloS one,"Ramachandran, Sumathi;Zhai, Xiangjun;Thai, Hong;Campo, Davis S;Xia, Guoliang;Ganova-Raeva, Lilia M;Drobeniuc, Jan;Khudyakov, Yury E",Evaluation of intra-host variants of the entire hepatitis B virus genome.,"Genetic analysis of hepatitis B virus (HBV) frequently involves study of intra-host variants, identification of which is commonly achieved using short regions of the HBV genome. However, the use of short sequences significantly limits evaluation of genetic relatedness among HBV strains. Although analysis of HBV complete genomes using genetic cloning has been developed, its application is highly labor intensive and practiced only infrequently. We describe here a novel approach to whole genome (WG) HBV quasispecies analysis based on end-point, limiting-dilution real-time PCR (EPLD-PCR) for amplification of single HBV genome variants, and their subsequent sequencing. EPLD-PCR was used to analyze WG quasispecies from serum samples of patients (nâ€_=â€_38) infected with HBV genotypes A, B, C, D, E and G. Phylogenetic analysis of the EPLD-isolated HBV-WG quasispecies showed the presence of mixed genotypes, recombinant variants and sub-populations of the virus. A critical observation was that HBV-WG consensus sequences obtained by direct sequencing of PCR fragments without EPLD are genetically close, but not always identical to the major HBV variants in the intra-host population, thus indicating that consensus sequences should be judiciously used in genetic analysis. Sequence-based studies of HBV WG quasispecies should afford a more accurate assessment of HBV evolution in various clinical and epidemiological settings.",PMC3176825,10.1371/journal.pone.0025232,characterization;genome;phylogeny;outbreak;genotype,characterization;genome;phylogeny;genotype,Hepatitis B,Y,
First,21851480,2011,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,"Gomez, S A;Pasteran, F G;Faccone, D;Tijet, N;Rapoport, M;Lucero, C;Lastovetska, O;Albornoz, E;Galas, M;Melano, R G;Corso, A;Petroni, A;Perez Ghiglia, A;RodrÃ_guez, A;Orellana, N;RodrÃ_guez, L;Dainese, N;Ochiuzzi, M E;BerdiÃ±as, V;Bucciarelli, R A;Errecalde, L;Gomez, N;Amalfa, F;Grecco, G;Vivaldo, M S;Perret, S;Di Bella, A;Perrone, M C;NuÃ±ez, M R;Meo, A P;Alfonso, C;Brotto, C;Andres, P;Andres, P;Vilches, V;Cervantes, G;OrduÃ±a, M;Vinante, A;Stepanik, D;Di Martino, A;Berardinelli, E",Clonal dissemination of Klebsiella pneumoniae ST258 harbouring KPC-2 in Argentina.,"The present work describes the abrupt emergence of Klebsiella pneumoniae carbapenemase (KPC) and characterizes the first 79 KPC-producing enterobacteria from Argentina (isolated from 2006 to 2010). The emergence of bla(KPC-2) was characterized by two patterns of dispersion: the first was the sporadic occurrence in diverse enterobacteria from distant geographical regions, harbouring plasmids of different incompatibility groups and bla(KPC-2) in an unusual genetic environment flanked by ISKpn8-Î”bla(TEM-1) and ISKpn6-like. bla(KPC-2) was associated with IncL/M transferable plasmids; the second was the abrupt clonal spread of K. pneumoniae ST258 harbouring bla(KPC-2) in Tn4401a.",NA,NA,drug resistance;mBio;genome;diversity,,Klebsiella pneumonia,Y,"Note: not wgs, pcr"
